run_timestamp,family,status,current_count,point_estimate,ci_lower,ci_upper,days_remaining
2026-03-26 14:28:29,Boston Chess Congress,complete,359,359,359,359,0
2026-03-26 14:28:29,Liberty Bell Open,complete,564,564,564,564,0
2026-03-26 14:28:29,Golden State Open,complete,387,387,387,387,0
2026-03-26 14:28:29,George Washington Open,complete,209,209,209,209,0
2026-03-26 14:28:29,Southwest Class Championships,complete,492,492,492,492,0
2026-03-26 14:28:29,Western Class Championships,complete,318,318,318,318,0
2026-03-26 14:28:29,Mid-America Open,complete,200,200,200,200,0
2026-03-26 14:28:29,New York State High School Championship,complete,198,198,198,198,0
2026-03-26 14:28:29,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-26 14:28:29,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-26 14:28:29,Southern Class,complete,195,195,195,195,0
2026-03-26 14:40:55,Atlantic City Open,live,242,440,410,472,6
2026-03-26 14:40:55,Chicago Open,live,182,890,838,945,56
2026-03-26 14:40:55,Hartford Open,live,3,195,119,320,71
2026-03-26 14:40:55,Cleveland Open,live,2,192,114,324,71
2026-03-26 14:40:55,New York State Open,live,1,76,46,125,85
2026-03-26 14:40:55,World Open,live,35,1301,1171,1446,97
2026-03-26 14:40:55,Chicago Class,live,1,260,151,446,113
2026-03-26 14:40:55,Pittsburgh Open,live,2,159,95,267,113
2026-03-26 14:40:55,Southern Open,live,0,232,183,282,113
2026-03-26 14:40:55,Bradley Open,live,2,247,151,406,120
2026-03-26 14:40:55,Pacific Coast Open,live,3,362,221,594,127
2026-03-26 14:40:55,National Chess Congress,live,0,623,572,677,247
2026-03-26 14:40:55,Boston Chess Congress,complete,359,359,359,359,0
2026-03-26 14:40:55,Liberty Bell Open,complete,564,564,564,564,0
2026-03-26 14:40:55,Golden State Open,complete,387,387,387,387,0
2026-03-26 14:40:55,George Washington Open,complete,209,209,209,209,0
2026-03-26 14:40:55,Southwest Class Championships,complete,492,492,492,492,0
2026-03-26 14:40:55,Western Class Championships,complete,318,318,318,318,0
2026-03-26 14:40:55,Mid-America Open,complete,200,200,200,200,0
2026-03-26 14:40:55,New York State High School Championship,complete,198,198,198,198,0
2026-03-26 14:40:55,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-26 14:40:55,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-26 14:40:55,Southern Class,complete,195,195,195,195,0
2026-03-26 14:42:18,Atlantic City Open,live,242,440,410,472,6
2026-03-26 14:42:18,Chicago Open,live,182,890,838,945,56
2026-03-26 14:42:18,Hartford Open,live,3,195,119,320,71
2026-03-26 14:42:18,Cleveland Open,live,2,192,114,324,71
2026-03-26 14:42:18,New York State Open,live,1,76,46,125,85
2026-03-26 14:42:18,World Open,live,35,1301,1171,1446,97
2026-03-26 14:42:18,Chicago Class,live,1,260,151,446,113
2026-03-26 14:42:18,Pittsburgh Open,live,2,159,95,267,113
2026-03-26 14:42:18,Southern Open,live,0,232,183,282,113
2026-03-26 14:42:18,Bradley Open,live,2,247,151,406,120
2026-03-26 14:42:18,Pacific Coast Open,live,3,362,221,594,127
2026-03-26 14:42:18,National Chess Congress,live,0,623,572,677,247
2026-03-26 14:42:18,Boston Chess Congress,complete,359,359,359,359,0
2026-03-26 14:42:18,Liberty Bell Open,complete,564,564,564,564,0
2026-03-26 14:42:18,Golden State Open,complete,387,387,387,387,0
2026-03-26 14:42:18,George Washington Open,complete,209,209,209,209,0
2026-03-26 14:42:18,Southwest Class Championships,complete,492,492,492,492,0
2026-03-26 14:42:18,Western Class Championships,complete,318,318,318,318,0
2026-03-26 14:42:18,Mid-America Open,complete,200,200,200,200,0
2026-03-26 14:42:18,New York State High School Championship,complete,198,198,198,198,0
2026-03-26 14:42:18,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-26 14:42:18,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-26 14:42:18,Southern Class,complete,195,195,195,195,0
2026-03-26 14:45:38,Atlantic City Open,live,242,461,430,494,6
2026-03-26 14:45:38,Chicago Open,live,182,897,845,953,56
2026-03-26 14:45:38,Hartford Open,live,3,196,120,322,71
2026-03-26 14:45:38,Cleveland Open,live,2,193,115,326,71
2026-03-26 14:45:38,New York State Open,live,1,79,48,130,85
2026-03-26 14:45:38,World Open,live,35,1352,1217,1502,97
2026-03-26 14:45:38,Chicago Class,live,1,270,157,464,113
2026-03-26 14:45:38,Pittsburgh Open,live,2,165,98,277,113
2026-03-26 14:45:38,Southern Open,live,0,232,183,282,113
2026-03-26 14:45:38,Bradley Open,live,2,257,157,421,120
2026-03-26 14:45:38,Pacific Coast Open,live,3,376,230,617,127
2026-03-26 14:45:38,National Chess Congress,live,0,623,572,677,247
2026-03-26 14:45:38,Boston Chess Congress,complete,359,359,359,359,0
2026-03-26 14:45:38,Liberty Bell Open,complete,564,564,564,564,0
2026-03-26 14:45:38,Golden State Open,complete,387,387,387,387,0
2026-03-26 14:45:38,George Washington Open,complete,209,209,209,209,0
2026-03-26 14:45:38,Southwest Class Championships,complete,492,492,492,492,0
2026-03-26 14:45:38,Western Class Championships,complete,318,318,318,318,0
2026-03-26 14:45:38,Mid-America Open,complete,200,200,200,200,0
2026-03-26 14:45:38,New York State High School Championship,complete,198,198,198,198,0
2026-03-26 14:45:38,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-26 14:45:38,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-26 14:45:38,Southern Class,complete,195,195,195,195,0
2026-03-26 14:54:07,Atlantic City Open,live,242,461,430,494,6
2026-03-26 14:54:07,Chicago Open,live,182,897,845,953,56
2026-03-26 14:54:07,Hartford Open,live,3,196,120,322,71
2026-03-26 14:54:07,Cleveland Open,live,2,193,115,326,71
2026-03-26 14:54:07,New York State Open,live,1,79,48,130,85
2026-03-26 14:54:07,World Open,live,35,1352,1217,1502,97
2026-03-26 14:54:07,Chicago Class,live,1,270,157,464,113
2026-03-26 14:54:07,Pittsburgh Open,live,2,165,98,277,113
2026-03-26 14:54:07,Southern Open,live,0,232,183,282,113
2026-03-26 14:54:07,Bradley Open,live,2,257,157,421,120
2026-03-26 14:54:07,Pacific Coast Open,live,3,376,230,617,127
2026-03-26 14:54:07,National Chess Congress,live,0,623,572,677,247
2026-03-26 14:54:07,Boston Chess Congress,complete,359,359,359,359,0
2026-03-26 14:54:07,Liberty Bell Open,complete,564,564,564,564,0
2026-03-26 14:54:07,Golden State Open,complete,387,387,387,387,0
2026-03-26 14:54:07,George Washington Open,complete,209,209,209,209,0
2026-03-26 14:54:07,Southwest Class Championships,complete,492,492,492,492,0
2026-03-26 14:54:07,Western Class Championships,complete,318,318,318,318,0
2026-03-26 14:54:07,Mid-America Open,complete,200,200,200,200,0
2026-03-26 14:54:07,New York State High School Championship,complete,198,198,198,198,0
2026-03-26 14:54:07,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-26 14:54:07,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-26 14:54:07,Southern Class,complete,195,195,195,195,0
2026-03-26 15:03:59,Atlantic City Open,live,242,461,430,494,6
2026-03-26 15:03:59,Chicago Open,live,182,897,845,953,56
2026-03-26 15:03:59,Hartford Open,live,3,196,120,322,71
2026-03-26 15:03:59,Cleveland Open,live,2,193,115,326,71
2026-03-26 15:03:59,New York State Open,live,1,79,48,130,85
2026-03-26 15:03:59,World Open,live,35,1352,1217,1502,97
2026-03-26 15:03:59,Chicago Class,live,1,270,157,464,113
2026-03-26 15:03:59,Pittsburgh Open,live,2,165,98,277,113
2026-03-26 15:03:59,Southern Open,live,0,232,183,282,113
2026-03-26 15:03:59,Bradley Open,live,2,257,157,421,120
2026-03-26 15:03:59,Pacific Coast Open,live,3,376,230,617,127
2026-03-26 15:03:59,National Chess Congress,live,0,623,572,677,247
2026-03-26 15:03:59,Boston Chess Congress,complete,359,359,359,359,0
2026-03-26 15:03:59,Liberty Bell Open,complete,564,564,564,564,0
2026-03-26 15:03:59,Golden State Open,complete,387,387,387,387,0
2026-03-26 15:03:59,George Washington Open,complete,209,209,209,209,0
2026-03-26 15:03:59,Southwest Class Championships,complete,492,492,492,492,0
2026-03-26 15:03:59,Western Class Championships,complete,318,318,318,318,0
2026-03-26 15:03:59,Mid-America Open,complete,200,200,200,200,0
2026-03-26 15:03:59,New York State High School Championship,complete,198,198,198,198,0
2026-03-26 15:03:59,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-26 15:03:59,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-26 15:03:59,Southern Class,complete,195,195,195,195,0
2026-03-26 15:10:31,Atlantic City Open,live,242,461,430,494,6
2026-03-26 15:10:31,Chicago Open,live,182,897,845,953,56
2026-03-26 15:10:31,Hartford Open,live,3,196,120,322,71
2026-03-26 15:10:31,Cleveland Open,live,2,193,115,326,71
2026-03-26 15:10:31,New York State Open,live,1,79,48,130,85
2026-03-26 15:10:31,World Open,live,35,1352,1217,1502,97
2026-03-26 15:10:31,Chicago Class,live,1,270,157,464,113
2026-03-26 15:10:31,Pittsburgh Open,live,2,165,98,277,113
2026-03-26 15:10:31,Southern Open,live,0,232,183,282,113
2026-03-26 15:10:31,Bradley Open,live,2,257,157,421,120
2026-03-26 15:10:31,Pacific Coast Open,live,3,376,230,617,127
2026-03-26 15:10:31,National Chess Congress,live,0,623,572,677,247
2026-03-26 15:10:31,Boston Chess Congress,complete,359,359,359,359,0
2026-03-26 15:10:31,Liberty Bell Open,complete,564,564,564,564,0
2026-03-26 15:10:31,Golden State Open,complete,387,387,387,387,0
2026-03-26 15:10:31,George Washington Open,complete,209,209,209,209,0
2026-03-26 15:10:31,Southwest Class Championships,complete,492,492,492,492,0
2026-03-26 15:10:31,Western Class Championships,complete,318,318,318,318,0
2026-03-26 15:10:31,Mid-America Open,complete,200,200,200,200,0
2026-03-26 15:10:31,New York State High School Championship,complete,198,198,198,198,0
2026-03-26 15:10:31,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-26 15:10:31,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-26 15:10:31,Southern Class,complete,195,195,195,195,0
2026-03-27 13:58:28,Atlantic City Open,live,249,457,429,486,5
2026-03-27 13:58:28,Chicago Open,live,183,892,841,946,55
2026-03-27 13:58:28,Hartford Open,live,3,196,119,321,70
2026-03-27 13:58:28,Cleveland Open,live,2,193,113,327,70
2026-03-27 13:58:28,New York State Open,live,1,79,48,129,84
2026-03-27 13:58:28,World Open,live,35,1341,1207,1490,96
2026-03-27 13:58:28,Chicago Class,live,1,268,156,461,112
2026-03-27 13:58:28,Pittsburgh Open,live,2,164,98,275,112
2026-03-27 13:58:28,Southern Open,live,0,232,183,282,112
2026-03-27 13:58:28,Bradley Open,live,2,255,156,419,119
2026-03-27 13:58:28,Pacific Coast Open,live,3,374,228,613,126
2026-03-27 13:58:28,National Chess Congress,live,0,623,572,677,246
2026-03-27 13:58:28,Boston Chess Congress,complete,359,359,359,359,0
2026-03-27 13:58:28,Liberty Bell Open,complete,564,564,564,564,0
2026-03-27 13:58:28,Golden State Open,complete,387,387,387,387,0
2026-03-27 13:58:28,George Washington Open,complete,209,209,209,209,0
2026-03-27 13:58:28,Southwest Class Championships,complete,492,492,492,492,0
2026-03-27 13:58:28,Western Class Championships,complete,318,318,318,318,0
2026-03-27 13:58:28,Mid-America Open,complete,200,200,200,200,0
2026-03-27 13:58:28,New York State High School Championship,complete,198,198,198,198,0
2026-03-27 13:58:28,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-27 13:58:28,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-27 13:58:28,Southern Class,complete,195,195,195,195,0
2026-03-27 14:14:15,Atlantic City Open,live,249,457,429,486,5
2026-03-27 14:14:15,Chicago Open,live,183,892,841,946,55
2026-03-27 14:14:15,Hartford Open,live,3,196,119,321,70
2026-03-27 14:14:15,Cleveland Open,live,2,193,113,327,70
2026-03-27 14:14:15,New York State Open,live,1,79,48,129,84
2026-03-27 14:14:15,World Open,live,35,1341,1207,1490,96
2026-03-27 14:14:15,Chicago Class,live,1,268,156,461,112
2026-03-27 14:14:15,Pittsburgh Open,live,2,164,98,275,112
2026-03-27 14:14:15,Southern Open,live,0,232,183,282,112
2026-03-27 14:14:15,Bradley Open,live,2,255,156,419,119
2026-03-27 14:14:15,Pacific Coast Open,live,3,374,228,613,126
2026-03-27 14:14:15,National Chess Congress,live,0,623,572,677,246
2026-03-27 14:14:15,Boston Chess Congress,complete,359,359,359,359,0
2026-03-27 14:14:15,Liberty Bell Open,complete,564,564,564,564,0
2026-03-27 14:14:15,Golden State Open,complete,387,387,387,387,0
2026-03-27 14:14:15,George Washington Open,complete,209,209,209,209,0
2026-03-27 14:14:15,Southwest Class Championships,complete,492,492,492,492,0
2026-03-27 14:14:15,Western Class Championships,complete,318,318,318,318,0
2026-03-27 14:14:15,Mid-America Open,complete,200,200,200,200,0
2026-03-27 14:14:15,New York State High School Championship,complete,198,198,198,198,0
2026-03-27 14:14:15,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-27 14:14:15,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-27 14:14:15,Southern Class,complete,195,195,195,195,0
2026-03-28 15:13:22,Atlantic City Open,live,265,460,435,487,4
2026-03-28 15:13:22,Chicago Open,live,185,891,841,944,54
2026-03-28 15:13:22,Hartford Open,live,3,195,119,321,69
2026-03-28 15:13:22,Cleveland Open,live,2,192,113,329,69
2026-03-28 15:13:22,New York State Open,live,2,82,49,138,83
2026-03-28 15:13:22,DC International,live,0,100,70,130,89
2026-03-28 15:13:22,Philadelphia International,live,0,122,96,145,89
2026-03-28 15:13:22,DC Open,live,0,100,70,130,90
2026-03-28 15:13:22,Philadelphia Open,live,0,286,251,319,90
2026-03-28 15:13:22,"World Open, lower sections",live,0,100,70,130,91
2026-03-28 15:13:22,"World Open, top 6 sections",live,0,100,70,130,95
2026-03-28 15:13:22,Chicago Class,live,1,268,156,461,111
2026-03-28 15:13:22,Pittsburgh Open,live,2,164,98,275,111
2026-03-28 15:13:22,Southern Open,live,0,232,183,282,111
2026-03-28 15:13:22,Bradley Open,live,2,255,156,418,118
2026-03-28 15:13:22,Pacific Coast Open,live,3,374,228,613,125
2026-03-28 15:13:22,Central California Open,live,0,175,144,203,139
2026-03-28 15:13:22,Atlantic Open,live,0,316,251,395,146
2026-03-28 15:13:22,New York State Championship,live,0,304,237,347,160
2026-03-28 15:13:22,National Chess Congress,live,0,623,572,677,245
2026-03-28 15:13:22,Boston Chess Congress,complete,359,359,359,359,0
2026-03-28 15:13:22,Liberty Bell Open,complete,564,564,564,564,0
2026-03-28 15:13:22,Golden State Open,complete,387,387,387,387,0
2026-03-28 15:13:22,George Washington Open,complete,209,209,209,209,0
2026-03-28 15:13:22,Southwest Class Championships,complete,492,492,492,492,0
2026-03-28 15:13:22,Western Class Championships,complete,318,318,318,318,0
2026-03-28 15:13:22,Mid-America Open,complete,200,200,200,200,0
2026-03-28 15:13:22,New York State High School Championship,complete,198,198,198,198,0
2026-03-28 15:13:22,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-28 15:13:22,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-28 15:13:22,Southern Class,complete,195,195,195,195,0
2026-03-29 22:41:49,Atlantic City Open,live,277,458,436,482,3
2026-03-29 22:41:49,Chicago Open,live,190,892,843,944,53
2026-03-29 22:41:49,Hartford Open,live,4,199,116,341,68
2026-03-29 22:41:49,Cleveland Open,live,3,195,119,320,68
2026-03-29 22:41:49,New York State Open,live,2,82,49,138,82
2026-03-29 22:41:49,DC International,live,0,100,70,130,88
2026-03-29 22:41:49,DC Open,live,0,100,70,130,89
2026-03-29 22:41:49,"World Open, lower sections",live,0,100,70,130,90
2026-03-29 22:41:49,"World Open, top 6 sections",live,0,100,70,130,94
2026-03-29 22:41:49,Chicago Class,live,1,268,156,460,110
2026-03-29 22:41:49,Pittsburgh Open,live,2,164,98,275,110
2026-03-29 22:41:49,Southern Open,live,0,232,183,282,110
2026-03-29 22:41:49,Bradley Open,live,3,261,159,428,117
2026-03-29 22:41:49,Pacific Coast Open,live,3,373,228,612,124
2026-03-29 22:41:49,Central California Open,live,0,175,144,203,138
2026-03-29 22:41:49,Atlantic Open,live,0,316,251,395,145
2026-03-29 22:41:49,New York State Championship,live,0,304,237,347,159
2026-03-29 22:41:49,National Chess Congress,live,0,623,572,677,244
2026-03-29 22:41:49,Boston Chess Congress,complete,359,359,359,359,0
2026-03-29 22:41:49,Liberty Bell Open,complete,564,564,564,564,0
2026-03-29 22:41:49,Golden State Open,complete,387,387,387,387,0
2026-03-29 22:41:49,George Washington Open,complete,209,209,209,209,0
2026-03-29 22:41:49,Southwest Class Championships,complete,492,492,492,492,0
2026-03-29 22:41:49,Western Class Championships,complete,318,318,318,318,0
2026-03-29 22:41:49,Mid-America Open,complete,200,200,200,200,0
2026-03-29 22:41:49,New York State High School Championship,complete,198,198,198,198,0
2026-03-29 22:41:49,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-03-29 22:41:49,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-03-29 22:41:49,Southern Class,complete,195,195,195,195,0
2026-04-02 18:08:52,Atlantic City Open,live,383,383,383,383,0
2026-04-02 18:08:52,Chicago Open,live,205,897,851,946,49
2026-04-02 18:08:52,Hartford Open,live,5,199,113,351,64
2026-04-02 18:08:52,Cleveland Open,live,4,206,120,352,64
2026-04-02 18:08:52,New York State Open,live,4,78,42,146,78
2026-04-02 18:08:52,DC International,live,0,100,70,130,84
2026-04-02 18:08:52,DC Open,live,0,100,70,130,85
2026-04-02 18:08:52,"World Open, lower sections",live,0,100,70,130,86
2026-04-02 18:08:52,"World Open, top 6 sections",live,0,100,70,130,90
2026-04-02 18:08:52,Chicago Class,live,1,268,156,461,106
2026-04-02 18:08:52,Pittsburgh Open,live,2,168,99,285,106
2026-04-02 18:08:52,Southern Open,live,0,232,183,282,106
2026-04-02 18:08:52,Bradley Open,live,3,261,159,428,113
2026-04-02 18:08:52,Pacific Coast Open,live,4,382,233,626,120
2026-04-02 18:08:52,Central California Open,live,0,175,144,203,134
2026-04-02 18:08:52,Atlantic Open,live,0,316,251,395,141
2026-04-02 18:08:52,New York State Championship,live,0,304,237,347,155
2026-04-02 18:08:52,National Chess Congress,live,0,623,572,677,240
2026-04-02 18:08:52,Boston Chess Congress,complete,359,359,359,359,0
2026-04-02 18:08:52,Liberty Bell Open,complete,564,564,564,564,0
2026-04-02 18:08:52,Golden State Open,complete,387,387,387,387,0
2026-04-02 18:08:52,George Washington Open,complete,209,209,209,209,0
2026-04-02 18:08:52,Southwest Class Championships,complete,492,492,492,492,0
2026-04-02 18:08:52,Western Class Championships,complete,318,318,318,318,0
2026-04-02 18:08:52,Mid-America Open,complete,200,200,200,200,0
2026-04-02 18:08:52,New York State High School Championship,complete,198,198,198,198,0
2026-04-02 18:08:52,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-04-02 18:08:52,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-04-02 18:08:52,Southern Class,complete,195,195,195,195,0
2026-04-02 18:12:16,Atlantic City Open,live,393,393,393,393,0
2026-04-02 18:12:16,Chicago Open,live,208,900,853,949,49
2026-04-02 18:12:16,Hartford Open,live,5,199,113,351,64
2026-04-02 18:12:16,Cleveland Open,live,4,206,120,352,64
2026-04-02 18:12:16,New York State Open,live,4,78,42,146,78
2026-04-02 18:12:16,DC International,live,0,100,70,130,84
2026-04-02 18:12:16,DC Open,live,0,100,70,130,85
2026-04-02 18:12:16,"World Open, lower sections",live,0,100,70,130,86
2026-04-02 18:12:16,"World Open, top 6 sections",live,0,100,70,130,90
2026-04-02 18:12:16,Chicago Class,live,1,268,156,461,106
2026-04-02 18:12:16,Pittsburgh Open,live,2,168,99,285,106
2026-04-02 18:12:16,Southern Open,live,0,232,183,282,106
2026-04-02 18:12:16,Bradley Open,live,3,261,159,428,113
2026-04-02 18:12:16,Pacific Coast Open,live,4,382,233,626,120
2026-04-02 18:12:16,Central California Open,live,0,175,144,203,134
2026-04-02 18:12:16,Atlantic Open,live,0,316,251,395,141
2026-04-02 18:12:16,New York State Championship,live,0,304,237,347,155
2026-04-02 18:12:16,National Chess Congress,live,0,623,572,677,240
2026-04-02 18:12:16,Boston Chess Congress,complete,359,359,359,359,0
2026-04-02 18:12:16,Liberty Bell Open,complete,564,564,564,564,0
2026-04-02 18:12:16,Golden State Open,complete,387,387,387,387,0
2026-04-02 18:12:16,George Washington Open,complete,209,209,209,209,0
2026-04-02 18:12:16,Southwest Class Championships,complete,492,492,492,492,0
2026-04-02 18:12:16,Western Class Championships,complete,318,318,318,318,0
2026-04-02 18:12:16,Mid-America Open,complete,200,200,200,200,0
2026-04-02 18:12:16,New York State High School Championship,complete,198,198,198,198,0
2026-04-02 18:12:16,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-04-02 18:12:16,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-04-02 18:12:16,Southern Class,complete,195,195,195,195,0
2026-04-02 18:19:26,Atlantic City Open,live,393,393,393,393,0
2026-04-02 18:19:26,Chicago Open,live,208,900,853,949,49
2026-04-02 18:19:26,Hartford Open,live,5,199,113,351,64
2026-04-02 18:19:26,Cleveland Open,live,4,206,120,352,64
2026-04-02 18:19:26,New York State Open,live,4,78,42,146,78
2026-04-02 18:19:26,DC International,live,0,100,70,130,84
2026-04-02 18:19:26,DC Open,live,0,100,70,130,85
2026-04-02 18:19:26,"World Open, lower sections",live,0,100,70,130,86
2026-04-02 18:19:26,"World Open, top 6 sections",live,0,100,70,130,90
2026-04-02 18:19:26,Chicago Class,live,1,268,156,461,106
2026-04-02 18:19:26,Pittsburgh Open,live,2,168,99,285,106
2026-04-02 18:19:26,Southern Open,live,0,232,183,282,106
2026-04-02 18:19:26,Bradley Open,live,3,261,159,428,113
2026-04-02 18:19:26,Pacific Coast Open,live,4,382,233,626,120
2026-04-02 18:19:26,Central California Open,live,0,175,144,203,134
2026-04-02 18:19:26,Atlantic Open,live,0,316,251,395,141
2026-04-02 18:19:26,New York State Championship,live,0,304,237,347,155
2026-04-02 18:19:26,National Chess Congress,live,0,623,572,677,240
2026-04-02 18:19:26,Boston Chess Congress,complete,359,359,359,359,0
2026-04-02 18:19:26,Liberty Bell Open,complete,564,564,564,564,0
2026-04-02 18:19:26,Golden State Open,complete,387,387,387,387,0
2026-04-02 18:19:26,George Washington Open,complete,209,209,209,209,0
2026-04-02 18:19:26,Southwest Class Championships,complete,492,492,492,492,0
2026-04-02 18:19:26,Western Class Championships,complete,318,318,318,318,0
2026-04-02 18:19:26,Mid-America Open,complete,200,200,200,200,0
2026-04-02 18:19:26,New York State High School Championship,complete,198,198,198,198,0
2026-04-02 18:19:26,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-04-02 18:19:26,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-04-02 18:19:26,Southern Class,complete,195,195,195,195,0
2026-04-02 18:23:18,Atlantic City Open,live,393,393,393,393,0
2026-04-02 18:23:18,Chicago Open,live,208,900,853,949,49
2026-04-02 18:23:18,Hartford Open,live,5,199,113,351,64
2026-04-02 18:23:18,Cleveland Open,live,4,206,120,352,64
2026-04-02 18:23:18,New York State Open,live,4,78,42,146,78
2026-04-02 18:23:18,DC International,live,0,100,70,130,84
2026-04-02 18:23:18,DC Open,live,0,100,70,130,85
2026-04-02 18:23:18,"World Open, lower sections",live,0,100,70,130,86
2026-04-02 18:23:18,"World Open, top 6 sections",live,0,100,70,130,90
2026-04-02 18:23:18,Chicago Class,live,1,268,156,461,106
2026-04-02 18:23:18,Pittsburgh Open,live,2,168,99,285,106
2026-04-02 18:23:18,Southern Open,live,0,232,183,282,106
2026-04-02 18:23:18,Bradley Open,live,3,261,159,428,113
2026-04-02 18:23:18,Pacific Coast Open,live,4,382,233,626,120
2026-04-02 18:23:18,Central California Open,live,0,175,144,203,134
2026-04-02 18:23:18,Atlantic Open,live,0,316,251,395,141
2026-04-02 18:23:18,New York State Championship,live,0,304,237,347,155
2026-04-02 18:23:18,National Chess Congress,live,0,623,572,677,240
2026-04-02 18:23:18,Boston Chess Congress,complete,359,359,359,359,0
2026-04-02 18:23:18,Liberty Bell Open,complete,564,564,564,564,0
2026-04-02 18:23:18,Golden State Open,complete,387,387,387,387,0
2026-04-02 18:23:18,George Washington Open,complete,209,209,209,209,0
2026-04-02 18:23:18,Southwest Class Championships,complete,492,492,492,492,0
2026-04-02 18:23:18,Western Class Championships,complete,318,318,318,318,0
2026-04-02 18:23:18,Mid-America Open,complete,200,200,200,200,0
2026-04-02 18:23:18,New York State High School Championship,complete,198,198,198,198,0
2026-04-02 18:23:18,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-04-02 18:23:18,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-04-02 18:23:18,Southern Class,complete,195,195,195,195,0
2026-04-02 18:25:13,Atlantic City Open,live,393,393,393,393,0
2026-04-02 18:25:13,Chicago Open,live,208,900,853,949,49
2026-04-02 18:25:13,Hartford Open,live,5,199,113,351,64
2026-04-02 18:25:13,Cleveland Open,live,4,206,120,352,64
2026-04-02 18:25:13,New York State Open,live,4,78,42,146,78
2026-04-02 18:25:13,DC International,live,0,100,70,130,84
2026-04-02 18:25:13,DC Open,live,0,100,70,130,85
2026-04-02 18:25:13,"World Open, lower sections",live,0,100,70,130,86
2026-04-02 18:25:13,"World Open, top 6 sections",live,0,100,70,130,90
2026-04-02 18:25:13,Chicago Class,live,1,268,156,461,106
2026-04-02 18:25:13,Pittsburgh Open,live,2,168,99,285,106
2026-04-02 18:25:13,Southern Open,live,0,232,183,282,106
2026-04-02 18:25:13,Bradley Open,live,3,261,159,428,113
2026-04-02 18:25:13,Pacific Coast Open,live,4,382,233,626,120
2026-04-02 18:25:13,Central California Open,live,0,175,144,203,134
2026-04-02 18:25:13,Atlantic Open,live,0,316,251,395,141
2026-04-02 18:25:13,New York State Championship,live,0,304,237,347,155
2026-04-02 18:25:13,National Chess Congress,live,0,623,572,677,240
2026-04-02 18:25:13,Boston Chess Congress,complete,359,359,359,359,0
2026-04-02 18:25:13,Liberty Bell Open,complete,564,564,564,564,0
2026-04-02 18:25:13,Golden State Open,complete,387,387,387,387,0
2026-04-02 18:25:13,George Washington Open,complete,209,209,209,209,0
2026-04-02 18:25:13,Southwest Class Championships,complete,492,492,492,492,0
2026-04-02 18:25:13,Western Class Championships,complete,318,318,318,318,0
2026-04-02 18:25:13,Mid-America Open,complete,200,200,200,200,0
2026-04-02 18:25:13,New York State High School Championship,complete,198,198,198,198,0
2026-04-02 18:25:13,New York State Senior Championship With Young Adult Mi,complete,61,61,61,61,0
2026-04-02 18:25:13,New York State Scholastic Championships Grades K-8,complete,1753,1753,1753,1753,0
2026-04-02 18:25:13,Southern Class,complete,195,195,195,195,0
2026-04-02 18:31:35,Atlantic City Open,live,393,393,393,393,0
2026-04-02 18:31:35,Chicago Open,live,208,900,853,949,49
2026-04-02 18:31:35,Hartford Open,live,5,199,113,351,64
2026-04-02 18:31:35,Cleveland Open,live,4,206,120,352,64
2026-04-02 18:31:35,New York State Open,live,4,78,42,146,78
2026-04-02 18:31:35,DC International,live,0,100,70,130,84
